code,name,rawName,canonicalName,methodText,unit,sourceType
IP-0440,砂当量,砂当量,砂当量,见对应标准条款,,official
IP-0441,棱角性,棱角性,棱角性,见对应标准条款,,official
IP-0442,亚甲蓝值,亚甲蓝值,亚甲蓝值,见对应标准条款,,official
IP-0443,马歇尔稳定度,马歇尔稳定度,马歇尔稳定度,见对应标准条款,,official
IP-0444,流值,流值,流值,见对应标准条款,,official
IP-0445,矿料级配,矿料级配,矿料级配,见对应标准条款,,official
IP-0446,油石比,油石比,油石比,见对应标准条款,,official
IP-0447,动稳定度,动稳定度,动稳定度,见对应标准条款,,official
IP-0448,残留稳定度,残留稳定度,残留稳定度,见对应标准条款,,official
IP-0449,冻融劈裂强度比,冻融劈裂强度比,冻融劈裂强度比,见对应标准条款,,official
IP-0450,防滑性能,防滑性能,防滑性能,见对应标准条款,,official
IP-0451,耐磨性,耐磨性,耐磨性,见对应标准条款,,official
IP-0452,抗冻性,抗冻性,抗冻性,见对应标准条款,,official
IP-0453,透水系数,透水系数,透水系数,见对应标准条款,,official
IP-0454,抗盐冻性,抗盐冻性,抗盐冻性,见对应标准条款,,official
IP-0455,试验荷载,试验荷载,试验荷载,见对应标准条款,,official
IP-0456,压实度,压实度,压实度,见对应标准条款,,official
IP-0457,弯沉值,弯沉值,弯沉值,见对应标准条款,,official
IP-0458,渗水系数,渗水系数,渗水系数,见对应标准条款,,official
IP-0459,抗滑性能,抗滑性能,抗滑性能,见对应标准条款,,official
IP-0460,土基回弹模量,土基回弹模量,土基回弹模量,见对应标准条款,,official
IP-0461,地基承载力,地基承载力,地基承载力,见对应标准条款,,official
IP-0462,回填土压实度,回填土压实度,回填土压实度,见对应标准条款,,official
IP-0463,背后土体密实性,背后土体密实性,背后土体密实性,见对应标准条款,,official
IP-0464,严密性试验,严密性试验,严密性试验,见对应标准条款,,official
IP-0465,构造深度,构造深度,构造深度,见对应标准条款,,official
IP-0466,静态应变（应力）,静态应变（应力）,静态应变（应力）,见对应标准条款,,official
IP-0467,动态应变（应力）,动态应变（应力）,动态应变（应力）,见对应标准条款,,official
IP-0468,位移,位移,位移,见对应标准条款,,official
IP-0469,模态参数（频率、振型、阻尼比）,模态参数（频率、振型、阻尼比）,模态参数（频率、振型、阻尼比）,见对应标准条款,,official
IP-0470,索力,索力,索力,见对应标准条款,,official
IP-0471,承载能力,承载能力,承载能力,见对应标准条款,,official
IP-0472,桥梁线形,桥梁线形,桥梁线形,见对应标准条款,,official
IP-0473,动态挠度,动态挠度,动态挠度,见对应标准条款,,official
IP-0474,静态挠度,静态挠度,静态挠度,见对应标准条款,,official
IP-0475,结构尺寸,结构尺寸,结构尺寸,见对应标准条款,,official
IP-0476,轴线偏位,轴线偏位,轴线偏位,见对应标准条款,,official
IP-0477,竖直度,竖直度,竖直度,见对应标准条款,,official
IP-0478,混凝土碳化深度,混凝土碳化深度,混凝土碳化深度,见对应标准条款,,official
IP-0479,钢筋位置及保护层厚度,钢筋位置及保护层厚度,钢筋位置及保护层厚度,见对应标准条款,,official
IP-0480,预应力孔道摩阻损失,预应力孔道摩阻损失,预应力孔道摩阻损失,见对应标准条款,,official
IP-0481,有效预应力,有效预应力,有效预应力,见对应标准条款,,official
IP-0482,孔道压浆密实性,孔道压浆密实性,孔道压浆密实性,见对应标准条款,,official
IP-0483,风速,风速,风速,见对应标准条款,,official
IP-0484,温度,温度,温度,见对应标准条款,,official
IP-0485,加速度,加速度,加速度,见对应标准条款,,official
IP-0486,速度,速度,速度,见对应标准条款,,official
IP-0487,冲击性能,冲击性能,冲击性能,见对应标准条款,,official
IP-0488,混凝土电阻率,混凝土电阻率,混凝土电阻率,见对应标准条款,,official
IP-0489,钢筋锈蚀状况,钢筋锈蚀状况,钢筋锈蚀状况,见对应标准条款,,official
IP-0490,断面尺寸,断面尺寸,断面尺寸,见对应标准条款,,official
IP-0491,锚杆拉拔力,锚杆拉拔力,锚杆拉拔力,见对应标准条款,,official
IP-0492,衬砌厚度,衬砌厚度,衬砌厚度,见对应标准条款,,official
IP-0493,衬砌及背后密实状况,衬砌及背后密实状况,衬砌及背后密实状况,见对应标准条款,,official
IP-0494,墙面平整度,墙面平整度,墙面平整度,见对应标准条款,,official
IP-0495,钢筋网格尺寸,钢筋网格尺寸,钢筋网格尺寸,见对应标准条款,,official
IP-0496,锚杆长度,锚杆长度,锚杆长度,见对应标准条款,,official
IP-0497,锚杆锚固密实度,锚杆锚固密实度,锚杆锚固密实度,见对应标准条款,,official
IP-0498,管片几何尺寸,管片几何尺寸,管片几何尺寸,见对应标准条款,,official
IP-0499,错台,错台,错台,见对应标准条款,,official
IP-0500,椭圆度,椭圆度,椭圆度,见对应标准条款,,official
IP-0501,衬砌内钢筋间距,衬砌内钢筋间距,衬砌内钢筋间距,见对应标准条款,,official
IP-0502,仰拱厚度,仰拱厚度,仰拱厚度,见对应标准条款,,official
IP-0503,渗漏水,渗漏水,渗漏水,见对应标准条款,,official
IP-0504,桥面系外观质量,桥面系外观质量,桥面系外观质量,见对应标准条款,,official
IP-0505,桥梁上部外观质量,桥梁上部外观质量,桥梁上部外观质量,见对应标准条款,,official
IP-0506,桥梁下部外观质量,桥梁下部外观质量,桥梁下部外观质量,见对应标准条款,,official
IP-0507,桥梁附属设施外观质量,桥梁附属设施外观质量,桥梁附属设施外观质量,见对应标准条款,,official
IP-0508,内在质量,内在质量,内在质量,见对应标准条款,,official
IP-0509,抗压弹性模量,抗压弹性模量,抗压弹性模量,见对应标准条款,,official
IP-0510,极限抗压强度,极限抗压强度,极限抗压强度,见对应标准条款,,official
IP-0511,盆环径向变形,盆环径向变形,盆环径向变形,见对应标准条款,,official
IP-0512,抗剪弹性模量,抗剪弹性模量,抗剪弹性模量,见对应标准条款,,official
IP-0513,抗剪粘结性能,抗剪粘结性能,抗剪粘结性能,见对应标准条款,,official
IP-0514,抗剪老化,抗剪老化,抗剪老化,见对应标准条款,,official
IP-0515,摩擦系数,摩擦系数,摩擦系数,见对应标准条款,,official
IP-0516,转动性能,转动性能,转动性能,见对应标准条款,,official
IP-0517,尺寸偏差,尺寸偏差,尺寸偏差,见对应标准条款,,official
IP-0518,转角试验,转角试验,转角试验,见对应标准条款,,official
IP-0519,焊缝尺寸,焊缝尺寸,焊缝尺寸,见对应标准条款,,official
IP-0520,焊缝探伤,焊缝探伤,焊缝探伤,见对应标准条款,,official
IP-0521,橡胶密封带夹持性能,橡胶密封带夹持性能,橡胶密封带夹持性能,见对应标准条款,,official
IP-0522,装配公差,装配公差,装配公差,见对应标准条款,,official
IP-0523,变形性能,变形性能,变形性能,见对应标准条款,,official
IP-0524,防水性能,防水性能,防水性能,见对应标准条款,,official
IP-0525,承载性能,承载性能,承载性能,见对应标准条款,,official
IP-0526,照度,照度,照度,见对应标准条款,,official
IP-0527,噪声,噪声,噪声,见对应标准条款,,official
IP-0528,一氧化碳浓度,一氧化碳浓度,一氧化碳浓度,见对应标准条款,,official
IP-0529,二氧化碳浓度,二氧化碳浓度,二氧化碳浓度,见对应标准条款,,official
IP-0530,二氧化硫浓度,二氧化硫浓度,二氧化硫浓度,见对应标准条款,,official
IP-0531,氧浓度,氧浓度,氧浓度,见对应标准条款,,official
IP-0532,一氧化氮浓度,一氧化氮浓度,一氧化氮浓度,见对应标准条款,,official
IP-0533,二氧化氮浓度,二氧化氮浓度,二氧化氮浓度,见对应标准条款,,official
IP-0534,瓦斯浓度,瓦斯浓度,瓦斯浓度,见对应标准条款,,official
IP-0535,硫化氢浓度,硫化氢浓度,硫化氢浓度,见对应标准条款,,official
IP-0536,烟尘浓度,烟尘浓度,烟尘浓度,见对应标准条款,,official
IP-0537,自振频率,自振频率,自振频率,见对应标准条款,,official
IP-0538,桥面线形,桥面线形,桥面线形,见对应标准条款,,official
IP-0539,变形缝质量,变形缝质量,变形缝质量,见对应标准条款,,official
IP-0540,防水层的缝宽和搭接长度,防水层的缝宽和搭接长度,防水层的缝宽和搭接长度,见对应标准条款,,official
IP-0541,栏杆水平推力,栏杆水平推力,栏杆水平推力,见对应标准条款,,official
IP-0542,衬砌密实性,衬砌密实性,衬砌密实性,见对应标准条款,,official
IP-0543,接缝宽度,接缝宽度,接缝宽度,见对应标准条款,,official
